date,day_number,active_users,avg_data_per_user,peak_hour_traffic,video_streaming,voice_calls,iot_devices,network_load,packet_loss,latency_ms
2025-08-14,956,1792,2.34,4488.75,3104.27,156.35,391,83.17,1.85,44.32
2025-08-15,957,1324,2.11,2300.44,1606.72,86.03,241,71.12,4.95,97.61
2025-08-16,958,855,3.7,2765.08,1492.1,165.38,86,87.28,2.09,73.35
2025-08-17,959,1046,1.46,1714.72,972.0,100.61,419,72.7,1.31,42.45
2025-08-18,960,1168,2.4,3362.07,1829.27,175.04,122,79.54,4.51,10.46
2025-08-19,961,1809,2.23,4402.04,2523.92,57.56,184,78.45,4.78,66.01
2025-08-20,962,1613,2.11,3973.45,2518.11,176.33,442,47.86,3.35,64.79
2025-08-21,963,879,4.26,4327.84,2837.67,94.37,365,78.08,3.2,56.89
2025-08-22,964,1949,4.77,8303.4,5485.89,144.68,285,47.35,0.62,52.01
2025-08-23,965,831,2.85,1995.5,981.09,57.49,284,47.35,2.25,23.14
2025-08-24,966,1438,3.08,5277.8,3326.5,91.94,139,34.0,4.34,56.58
2025-08-25,967,1048,3.65,4002.52,2198.71,192.77,389,63.15,2.12,29.49
2025-08-26,968,1827,1.7,2602.99,1559.85,59.51,437,78.36,2.38,24.93
2025-08-27,969,988,2.48,2278.46,943.73,101.42,55,32.21,3.84,24.06
2025-08-28,970,1187,3.88,5295.53,3240.93,158.72,277,54.54,4.27,60.68
2025-08-29,971,1073,4.85,5408.95,3338.93,61.79,123,55.46,2.23,14.93
2025-08-30,972,1028,3.73,3110.75,1632.33,104.62,106,78.43,4.49,63.11
2025-08-31,973,1662,3.11,4658.48,3020.59,173.62,87,55.75,0.43,83.75
2025-09-01,974,1818,4.74,9425.19,5887.17,104.84,108,49.57,0.15,33.59
2025-09-02,975,1879,3.76,8077.64,3248.24,132.52,450,73.49,2.5,21.75
2025-09-03,976,810,3.56,2831.87,1589.76,165.05,431,94.2,3.79,35.58
2025-09-04,977,1546,4.54,7317.25,3496.97,105.85,491,64.37,2.68,21.16
2025-09-05,978,1059,1.19,1456.16,990.16,127.61,357,51.04,4.48,27.35
2025-09-06,979,864,3.86,2855.21,1552.32,69.59,277,76.74,2.62,94.15
2025-09-07,980,1928,1.02,1631.14,801.28,193.59,393,39.52,1.96,41.8
2025-09-08,981,1090,2.22,2583.66,1691.78,92.64,227,35.37,4.1,28.15
2025-09-09,982,1672,4.89,7838.9,5468.8,160.83,484,71.72,1.74,35.5
2025-09-10,983,1189,2.7,3046.13,1562.72,91.43,70,63.2,4.89,10.97
2025-09-11,984,806,0.73,558.53,276.17,193.2,244,82.29,1.94,91.15
2025-09-12,985,1306,2.05,2852.94,1500.77,112.4,363,36.97,1.72,99.69
2025-09-13,986,1347,3.35,4053.86,2539.66,118.82,181,43.49,0.2,12.2
2025-09-14,987,1440,2.54,3722.72,2498.61,163.45,337,87.91,0.55,83.32
2025-09-15,988,1767,0.6,1051.78,598.27,175.97,276,44.36,3.07,22.26
2025-09-16,989,1015,3.91,3446.07,1521.49,116.51,167,74.35,2.82,29.76
2025-09-17,990,1576,1.05,1555.72,646.96,107.73,388,60.05,4.04,45.08
2025-09-18,991,1647,1.17,2273.65,1174.27,109.62,437,42.63,4.18,53.9
2025-09-19,992,868,2.77,1964.86,1116.34,61.6,271,64.26,3.87,81.39
2025-09-20,993,1208,3.09,4091.9,2320.47,168.66,186,43.88,0.41,59.41
2025-09-21,994,1075,3.92,4816.19,3301.52,115.73,344,43.35,4.18,77.63
2025-09-22,995,1130,2.08,2101.19,1158.78,167.38,186,64.37,2.8,92.99
2025-09-23,996,1935,3.18,5678.23,2751.49,180.22,124,69.36,1.91,43.78
2025-09-24,997,1768,2.68,5069.48,3217.92,121.87,485,35.32,1.14,78.58
2025-09-25,998,996,3.06,3105.99,1428.34,94.39,169,74.63,0.82,66.88
2025-09-26,999,1440,1.33,1571.82,911.42,120.57,242,85.61,2.65,98.69
2025-09-27,1000,1591,4.68,6566.98,4114.36,114.99,415,81.92,4.6,59.1
2025-09-28,1001,823,3.02,2457.73,1605.51,73.79,197,71.77,0.73,97.8
2025-09-29,1002,1260,2.93,4390.75,2604.43,73.52,154,69.3,1.11,56.56
2025-09-30,1003,1288,2.01,2367.24,1269.99,169.28,236,30.25,1.82,19.51
2025-10-01,1004,1926,1.84,3862.12,2343.77,140.0,156,82.78,0.46,99.7
2025-10-02,1005,821,1.76,1485.78,774.76,90.7,302,70.17,2.44,48.48
2025-10-03,1006,1379,3.37,4751.21,2649.21,181.81,144,65.55,2.55,15.75
2025-10-04,1007,1205,3.93,4766.11,2622.71,99.3,170,48.55,2.75,43.73
2025-10-05,1008,1568,0.64,865.03,426.96,119.97,340,64.67,0.8,87.47
2025-10-06,1009,1128,2.41,2531.05,1165.7,68.97,251,58.4,3.71,45.82
2025-10-07,1010,1854,2.63,3914.25,2374.03,104.36,389,90.09,4.18,36.22
2025-10-08,1011,1787,1.2,2067.8,1227.26,154.99,442,80.92,1.98,17.08
2025-10-09,1012,1925,2.99,5986.27,3328.06,91.15,406,73.4,2.41,77.09
2025-10-10,1013,1169,4.69,5289.99,2495.53,117.34,241,55.89,2.2,79.31
2025-10-11,1014,1775,4.12,7970.26,4975.45,174.89,423,82.45,4.19,66.15
2025-10-12,1015,815,4.61,3259.42,1639.0,106.76,148,32.12,3.68,82.34
2025-10-13,1016,1266,1.9,2801.44,1596.44,166.35,386,80.43,1.25,36.09
2025-10-14,1017,1861,0.74,1133.09,757.49,90.17,257,42.31,0.21,66.92
2025-10-15,1018,1482,4.51,5759.85,3363.9,103.67,336,45.84,4.52,16.72
2025-10-16,1019,1365,3.6,5526.44,3484.69,155.71,72,52.35,0.65,20.13
2025-10-17,1020,1362,4.79,6974.03,4354.03,107.88,347,52.52,3.38,41.15
2025-10-18,1021,1808,1.92,3050.84,1376.03,183.19,164,92.35,2.36,77.21
2025-10-19,1022,1582,1.31,1868.04,820.79,149.54,227,66.03,0.49,32.92
2025-10-20,1023,809,1.51,1375.28,859.74,155.75,54,62.05,1.24,39.05
2025-10-21,1024,1329,0.86,1229.81,806.52,75.59,482,54.43,2.38,71.26
2025-10-22,1025,1929,3.6,5803.61,3406.1,121.59,156,64.38,1.07,43.7
2025-10-23,1026,1094,4.08,4324.98,2343.68,113.32,168,61.49,4.82,39.38
2025-10-24,1027,1853,4.85,7205.82,4576.49,121.74,282,60.01,3.48,31.88
2025-10-25,1028,1367,0.62,824.15,448.94,80.42,413,79.74,4.33,30.64
2025-10-26,1029,1057,0.83,994.02,662.14,89.6,457,63.72,2.34,64.45
2025-10-27,1030,1536,0.96,1292.99,627.43,187.84,295,89.85,2.99,45.94
2025-10-28,1031,1410,3.88,4424.64,2167.7,72.13,170,69.5,4.37,82.12
2025-10-29,1032,1631,1.89,2617.24,1115.25,97.52,207,48.95,4.77,38.27
2025-10-30,1033,856,3.67,2557.42,1357.58,61.88,66,35.98,3.96,65.24
2025-10-31,1034,1255,1.3,1774.56,1187.47,166.38,334,44.75,0.97,37.0
2025-11-01,1035,1967,1.44,2762.95,1275.11,76.68,375,84.73,0.53,69.72
2025-11-02,1036,1383,2.68,3119.34,1929.56,157.88,218,36.71,0.98,42.51
2025-11-03,1037,801,2.99,2413.84,1002.25,147.64,394,60.81,4.78,52.87
2025-11-04,1038,1711,1.58,2267.4,1525.03,86.69,405,91.38,0.79,70.9
2025-11-05,1039,1613,2.3,3830.28,2632.86,53.93,183,81.07,4.71,45.44
2025-11-06,1040,1563,3.54,4549.9,2157.03,173.64,230,35.36,2.52,19.34
2025-11-07,1041,1989,1.73,3128.61,1844.08,85.35,94,73.48,3.83,66.87
2025-11-08,1042,1031,3.59,3074.08,1606.33,85.52,113,90.19,4.23,74.4
2025-11-09,1043,827,4.72,4421.43,3091.27,64.62,164,71.6,0.05,24.39
2025-11-10,1044,1133,4.52,4452.38,2248.81,62.85,436,75.33,0.95,11.57
2025-11-11,1045,1365,2.95,4284.2,2335.14,124.89,228,87.74,2.22,85.38
2025-11-12,1046,1404,2.36,3940.2,2006.3,69.71,424,85.75,2.23,32.71
2025-11-13,1047,1295,1.45,1717.71,1126.08,66.59,141,53.14,2.65,61.13
2025-11-14,1048,989,2.91,2650.64,1675.31,110.1,187,38.64,0.75,38.83
2025-11-15,1049,809,4.6,3767.59,2473.89,68.28,81,85.05,0.21,72.07
2025-11-16,1050,1090,3.23,3740.67,2013.71,89.9,371,62.34,1.78,15.61
2025-11-17,1051,881,2.2,1726.03,751.0,55.82,85,94.28,4.13,20.15
2025-11-18,1052,1058,4.38,5497.68,2295.17,125.81,434,82.56,0.82,72.95
2025-11-19,1053,1780,1.98,4067.04,1678.6,197.7,157,47.89,2.06,92.26
2025-11-20,1054,1844,1.26,2643.04,1358.83,110.14,424,86.15,0.89,20.65
2025-11-21,1055,1849,4.48,6761.26,3529.75,160.51,182,67.82,4.68,75.11
2025-11-22,1056,1720,3.95,7363.13,4311.4,180.78,181,61.23,2.15,69.57
2025-11-23,1057,1206,5.0,6392.02,3825.41,102.57,200,39.76,1.4,34.24
2025-11-24,1058,1521,1.42,2477.28,1587.23,65.57,119,62.11,4.02,10.71
2025-11-25,1059,1411,2.63,3899.82,2591.0,153.03,243,53.21,1.07,98.71
2025-11-26,1060,1278,3.51,3918.22,2169.62,195.32,493,58.41,2.66,16.03
2025-11-27,1061,1486,1.99,3321.4,1406.73,90.18,224,34.54,4.2,11.25
2025-11-28,1062,1817,3.41,5136.02,2678.96,102.57,386,33.49,3.0,64.66
2025-11-29,1063,1621,4.11,6166.75,2861.72,118.12,303,48.87,4.77,17.87
2025-11-30,1064,815,2.02,1789.81,933.68,99.67,324,76.49,1.04,27.55
2025-12-01,1065,1858,3.87,6861.37,4450.08,83.93,345,82.04,2.54,83.03
2025-12-02,1066,1718,0.86,1574.98,886.59,87.3,391,91.02,3.77,10.75
2025-12-03,1067,1983,0.94,1677.04,953.28,163.25,127,64.82,4.93,22.22
2025-12-04,1068,808,4.18,3136.0,2040.13,93.85,234,54.96,0.6,78.65
2025-12-05,1069,1766,2.48,4018.1,2521.54,68.9,338,43.02,4.1,90.87
2025-12-06,1070,1775,1.13,2021.44,1109.85,66.84,178,55.92,4.58,31.0
2025-12-07,1071,1439,3.74,5064.93,2781.43,70.79,140,59.94,1.24,51.11
2025-12-08,1072,1882,0.99,1608.29,767.03,184.84,242,77.0,3.4,89.66
2025-12-09,1073,1157,2.35,2995.33,1271.28,171.5,86,60.77,3.93,15.73
2025-12-10,1074,1740,1.72,3198.83,1296.39,66.03,333,72.51,0.23,49.86
2025-12-11,1075,880,0.79,729.64,466.84,160.51,495,60.23,4.89,74.9
2025-12-12,1076,1989,1.69,3797.87,2231.08,195.46,211,51.47,2.58,69.26
2025-12-13,1077,871,3.79,2650.54,1608.63,102.29,181,42.87,1.66,25.49
2025-12-14,1078,1274,1.39,1723.37,1148.46,176.85,121,32.08,4.68,31.83
2025-12-15,1079,1378,4.82,6219.3,4145.63,190.47,130,48.99,4.49,70.24
2025-12-16,1080,1702,1.61,3251.07,1581.05,107.3,229,66.47,0.97,67.55
2025-12-17,1081,1154,2.12,2560.95,1259.16,160.15,196,62.75,3.82,93.85
2025-12-18,1082,1328,1.93,2347.82,1466.21,127.26,306,84.68,1.05,69.67
2025-12-19,1083,1711,4.51,6602.09,3392.36,110.97,93,80.2,3.4,38.28
2025-12-20,1084,1538,2.78,4251.36,2402.32,102.14,194,43.92,2.05,23.08
2025-12-21,1085,1546,1.32,1812.38,1024.07,95.35,288,40.32,1.44,46.37
2025-12-22,1086,1239,2.7,2697.48,1160.58,58.51,202,32.15,0.06,30.97
2025-12-23,1087,1028,0.53,614.76,256.64,195.26,397,93.31,1.21,76.43
2025-12-24,1088,1483,2.65,4713.83,2784.16,73.44,373,34.37,1.68,21.71
2025-12-25,1089,1132,1.1,1323.31,617.61,96.11,343,88.35,2.63,32.25
2025-12-26,1090,915,2.45,2632.19,1059.59,116.93,452,82.46,3.16,20.16
2025-12-27,1091,1594,0.69,1291.98,703.12,125.42,320,89.06,2.04,59.53
2025-12-28,1092,881,0.54,418.53,182.44,148.95,490,76.34,1.33,40.61
2025-12-29,1093,1865,4.51,8759.09,4114.6,58.31,354,56.72,4.81,17.31
2025-12-30,1094,1321,3.04,4464.62,2728.4,97.37,124,73.63,2.03,52.23
2025-12-31,1095,1464,4.02,6239.22,3805.22,108.09,479,69.77,0.88,85.33
2026-01-01,1096,1185,1.35,1669.36,720.38,67.44,302,71.07,4.22,43.88
2026-01-02,1097,1245,4.82,5371.83,2463.24,125.2,449,67.55,2.99,19.58
2026-01-03,1098,911,3.71,3181.54,1779.06,111.6,279,71.99,1.7,32.05
2026-01-04,1099,1068,3.54,4208.41,2913.58,65.89,319,45.97,1.0,26.92
2026-01-05,1100,1454,3.59,6255.82,4110.78,152.61,364,63.0,1.76,19.66
2026-01-06,1101,1547,3.37,5659.73,3135.07,70.35,487,60.45,3.95,80.19
2026-01-07,1102,1429,0.93,1445.99,902.29,80.12,53,33.42,2.83,82.87
2026-01-08,1103,1176,1.73,1816.03,872.75,139.14,433,36.78,2.99,66.22
2026-01-09,1104,994,1.87,2164.78,1081.97,96.72,350,63.9,0.29,27.86
2026-01-10,1105,1946,1.26,2296.73,1526.51,65.66,416,71.33,2.19,58.4
2026-01-11,1106,1686,4.76,6712.0,4283.75,182.23,445,71.07,2.99,95.31
2026-01-12,1107,1835,4.45,7212.34,4117.86,96.41,323,88.66,4.8,42.06
2026-01-13,1108,1022,4.46,4405.97,2401.87,68.56,155,37.6,2.01,41.07
2026-01-14,1109,1995,1.03,1649.91,1068.21,84.83,407,87.91,3.23,59.24
2026-01-15,1110,800,2.57,1679.01,983.94,72.17,458,59.98,3.36,32.08
2026-01-16,1111,1312,4.9,6643.49,4081.5,128.68,311,33.01,3.48,17.87
2026-01-17,1112,1912,4.53,8837.07,5843.06,176.14,400,88.43,1.83,41.06
2026-01-18,1113,1807,4.82,9220.49,5123.49,181.62,457,49.36,3.62,86.8
2026-01-19,1114,1920,2.38,5375.92,3634.02,145.88,71,76.73,4.86,31.92
2026-01-20,1115,1700,4.55,6979.92,3997.2,145.73,234,57.36,1.3,77.11
2026-01-21,1116,830,3.9,3365.94,1768.23,61.97,118,32.5,1.28,78.45
2026-01-22,1117,1685,4.16,7288.74,4752.07,165.0,322,75.64,2.54,43.46
2026-01-23,1118,871,3.82,3795.86,2522.52,61.37,440,55.76,2.33,92.54
2026-01-24,1119,837,1.82,1766.66,1138.32,120.19,225,68.73,4.83,58.31
2026-01-25,1120,942,1.25,1061.05,506.53,194.75,320,56.77,3.99,50.53
2026-01-26,1121,1282,2.54,2837.98,1710.06,121.41,166,41.24,4.06,78.57
2026-01-27,1122,1255,2.9,3331.28,1672.9,184.74,373,92.53,2.95,97.99
2026-01-28,1123,1646,4.45,6690.66,4360.77,160.51,140,84.07,3.92,17.48
2026-01-29,1124,1721,4.54,7278.27,3423.74,123.07,258,93.43,3.28,33.88
2026-01-30,1125,1959,2.91,4814.34,2007.46,162.41,241,56.62,4.53,74.83
2026-01-31,1126,890,1.09,1072.91,746.35,193.51,267,77.99,1.71,80.89
2026-02-01,1127,1630,2.1,3369.36,2176.51,57.83,93,75.95,1.59,93.47
2026-02-02,1128,1510,4.75,8163.75,3401.96,159.75,175,91.82,4.75,44.12
2026-02-03,1129,1142,2.14,2521.06,1051.0,145.45,493,50.45,2.49,20.5
2026-02-04,1130,1850,0.85,1428.05,656.17,137.61,427,92.7,0.0,61.97
2026-02-05,1131,1469,1.36,2352.33,1315.75,68.12,142,73.52,1.42,87.07
2026-02-06,1132,1867,4.07,6105.29,4154.42,87.62,233,32.48,3.69,97.92
2026-02-07,1133,1004,2.43,2391.53,1414.9,86.94,312,77.0,3.18,63.65
2026-02-08,1134,1697,3.48,5007.45,3217.4,84.94,158,40.51,3.78,58.94
2026-02-09,1135,1640,3.97,5272.03,2978.64,137.98,129,58.44,2.51,72.86
2026-02-10,1136,1626,4.11,6809.91,4215.75,182.87,271,48.86,4.01,14.33
2026-02-11,1137,1076,3.22,3984.12,2512.83,129.75,340,61.33,4.09,68.03
2026-02-12,1138,1184,0.73,828.78,379.58,97.36,493,47.22,4.76,66.21
2026-02-13,1139,1080,4.1,4678.31,2571.34,150.4,178,58.07,3.36,99.12
2026-02-14,1140,908,3.72,2865.81,1801.76,91.47,122,94.94,4.26,18.78
2026-02-15,1141,1020,3.0,3170.85,1493.02,165.27,82,84.38,0.57,36.65
2026-02-16,1142,876,3.73,2922.65,1593.39,157.03,259,85.27,4.92,38.06
2026-02-17,1143,889,4.05,3270.83,1779.9,166.62,239,32.34,3.79,27.32
2026-02-18,1144,1525,2.63,4057.31,1802.36,170.85,444,92.45,0.86,63.03
2026-02-19,1145,1671,4.7,7015.04,3274.7,75.41,422,54.57,1.06,23.81
2026-02-20,1146,1311,2.53,3854.59,2611.27,61.3,373,60.9,4.19,37.12
2026-02-21,1147,1349,1.05,1468.9,725.19,96.18,320,42.13,0.26,87.77
2026-02-22,1148,1606,3.0,5054.98,2575.61,150.21,225,44.98,3.78,90.83
2026-02-23,1149,1672,0.74,1062.9,546.78,156.73,215,69.63,4.65,70.74
2026-02-24,1150,1628,1.98,3585.11,2394.99,118.09,197,80.58,0.09,34.93
2026-02-25,1151,1176,3.54,4048.33,2474.46,68.24,491,66.86,3.76,90.24
2026-02-26,1152,1920,0.93,1645.44,1028.43,156.94,109,55.59,2.62,96.25
2026-02-27,1153,1007,2.53,2735.42,1644.17,72.12,368,77.79,4.21,82.06
2026-02-28,1154,1977,2.28,4270.34,2317.04,99.65,290,58.43,4.43,69.55
2026-03-01,1155,1260,3.92,4560.27,2442.39,148.37,66,47.14,1.97,69.13
2026-03-02,1156,1339,0.56,620.0,401.56,194.42,283,46.06,3.7,75.63
2026-03-03,1157,1172,2.35,2229.29,1470.03,78.49,315,60.73,1.8,82.01
2026-03-04,1158,1356,2.1,2638.43,1520.71,64.09,68,61.43,1.62,62.45
2026-03-05,1159,1885,4.45,8629.3,4625.68,64.87,474,39.5,2.84,50.63
2026-03-06,1160,867,2.37,2271.28,1073.18,50.78,64,82.28,1.54,64.05
2026-03-07,1161,1805,0.71,1053.1,436.76,165.72,100,48.85,0.43,43.91
2026-03-08,1162,896,4.88,3516.3,2063.6,105.17,398,84.84,3.32,16.48
2026-03-09,1163,1949,2.29,4092.73,2153.6,155.38,461,50.61,2.61,31.33
2026-03-10,1164,1591,4.24,6917.84,3570.18,82.14,380,78.23,1.78,64.06
2026-03-11,1165,1967,1.41,3102.67,1539.79,115.08,323,76.39,4.84,36.99
2026-03-12,1166,1789,0.84,1296.25,833.63,175.41,491,66.72,0.83,12.56
2026-03-13,1167,1279,2.77,3853.31,1647.62,103.72,153,92.49,3.66,31.48
2026-03-14,1168,1270,1.41,1568.78,784.82,193.71,349,66.73,1.14,85.67
2026-03-15,1169,1910,3.19,5866.45,2601.17,107.3,426,65.32,4.35,75.13
2026-03-16,1170,1625,1.7,3194.85,1552.7,64.67,182,63.66,3.94,87.91
2026-03-17,1171,1984,2.4,5173.16,2884.29,77.98,97,48.94,1.74,36.36
2026-03-18,1172,1559,4.45,7376.42,4918.17,170.86,406,92.55,4.03,74.44
2026-03-19,1173,1971,0.96,2073.05,885.03,68.64,347,51.16,2.83,33.91
2026-03-20,1174,1943,0.6,1161.2,475.01,134.53,394,65.23,4.19,38.68
2026-03-21,1175,1984,1.94,3150.2,1717.75,58.68,73,84.43,3.79,54.84
2026-03-22,1176,1608,2.28,3614.67,1545.04,198.0,96,37.36,0.98,80.39
2026-03-23,1177,1171,4.15,4066.48,2178.36,88.65,375,58.8,3.09,98.17
2026-03-24,1178,1148,2.13,2261.93,1033.68,109.94,451,47.06,0.73,31.75
2026-03-25,1179,1111,2.6,2449.05,1105.0,163.12,324,87.22,4.09,91.74
2026-03-26,1180,1577,0.87,1115.49,629.67,108.84,446,81.34,4.3,13.01
2026-03-27,1181,1925,2.81,4674.12,2748.69,179.95,149,85.93,2.79,42.73
2026-03-28,1182,1301,0.54,630.37,372.18,194.24,287,43.56,0.16,14.08
2026-03-29,1183,1374,4.7,5972.01,3289.23,181.3,120,89.57,3.92,18.49
2026-03-30,1184,1890,2.98,6247.28,3728.51,166.3,80,84.44,3.74,53.45
2026-03-31,1185,1459,3.18,4049.7,2257.95,129.89,382,91.25,0.6,92.85
2026-04-01,1186,1621,2.56,3398.3,2165.53,95.94,473,81.5,4.27,68.43
2026-04-02,1187,1400,1.43,2121.07,1214.99,50.79,295,78.86,0.94,65.51
2026-04-03,1188,1310,0.56,619.36,328.11,100.04,465,84.57,0.81,16.94
2026-04-04,1189,1654,4.1,5823.8,2814.74,98.6,332,77.75,4.54,44.56
2026-04-05,1190,1852,3.63,6424.27,2806.54,71.77,272,57.34,1.95,93.08
2026-04-06,1191,1307,3.02,3288.74,1486.91,86.85,163,42.2,1.82,11.53
2026-04-07,1192,1047,2.74,2576.91,1537.54,178.53,231,64.42,1.25,89.9
2026-04-08,1193,1733,2.98,5521.64,3036.24,167.59,84,81.3,2.24,63.88
2026-04-09,1194,1211,4.96,5258.16,2248.7,57.48,198,40.32,0.65,65.55
2026-04-10,1195,1962,1.05,1654.9,960.83,187.57,169,76.48,4.06,49.17
2026-04-11,1196,1156,0.62,694.96,422.33,114.42,85,64.23,2.24,73.32
2026-04-12,1197,1949,2.88,5778.42,3385.02,169.21,117,89.95,1.81,78.79
2026-04-13,1198,956,2.8,2345.71,1176.57,89.6,379,88.44,4.46,32.13
2026-04-14,1199,1645,4.39,8486.82,5530.57,142.72,416,34.91,4.04,99.41
2026-04-15,1200,1264,2.21,3203.78,2217.44,69.97,279,52.76,0.23,60.15
2026-04-16,1201,1842,2.03,3520.85,1678.5,52.71,483,79.47,4.6,77.14
2026-04-17,1202,1506,2.76,4119.28,1985.58,115.4,340,53.89,4.69,48.07
2026-04-18,1203,1947,4.56,8511.59,4445.89,170.58,356,72.24,2.57,38.97
2026-04-19,1204,1519,1.2,1742.57,1056.57,71.03,199,30.47,3.91,78.62
2026-04-20,1205,1063,2.67,2650.44,1188.73,158.25,129,64.94,4.9,39.25
2026-04-21,1206,1340,2.64,3742.15,1747.89,84.14,482,63.48,3.64,95.01
2026-04-22,1207,1792,1.44,2765.1,1147.5,72.49,409,33.75,4.96,11.14
2026-04-23,1208,1149,1.04,992.64,441.92,137.6,351,56.26,1.79,71.68
2026-04-24,1209,1466,4.73,6213.53,3249.0,189.73,346,72.27,2.72,21.05
2026-04-25,1210,1631,4.93,8776.26,5213.04,191.16,102,63.61,3.63,72.91
2026-04-26,1211,1795,2.89,5908.16,3780.69,62.07,360,55.9,2.46,41.89
2026-04-27,1212,1705,3.35,6664.23,2665.76,118.03,451,33.83,0.11,12.54
2026-04-28,1213,1658,4.27,6304.85,3130.97,124.78,267,52.97,4.53,91.73
2026-04-29,1214,1147,4.73,5481.31,2392.52,178.76,145,93.1,1.71,54.98
2026-04-30,1215,1863,3.55,6427.76,3908.93,197.8,381,32.55,2.58,96.69
2026-05-01,1216,1875,1.39,2266.43,1534.84,176.95,123,43.53,1.64,28.34
2026-05-02,1217,1563,1.24,1970.89,1256.92,165.46,411,43.96,1.1,62.8
2026-05-03,1218,1309,3.42,3594.9,1934.52,87.2,81,60.89,4.4,30.79
2026-05-04,1219,1902,1.47,2516.31,1462.53,85.64,374,80.25,3.28,55.85
2026-05-05,1220,1095,2.98,3063.72,1293.13,91.93,309,65.96,3.77,65.38
2026-05-06,1221,800,3.17,2831.6,1449.17,104.98,150,44.58,4.22,90.65
2026-05-07,1222,819,2.39,1869.39,1140.03,53.7,61,67.07,2.29,85.54
2026-05-08,1223,1903,3.82,6855.43,4522.78,67.17,57,64.46,3.19,11.39
2026-05-09,1224,1505,1.25,1699.53,896.02,150.2,71,52.04,3.49,49.98
2026-05-10,1225,1258,4.52,6213.93,2526.14,142.49,152,85.71,4.09,70.63
2026-05-11,1226,1913,1.6,3553.17,1482.09,59.32,76,89.07,2.59,73.09
2026-05-12,1227,1813,3.36,5385.77,3253.43,143.94,375,48.73,2.82,78.99
2026-05-13,1228,1877,1.84,2873.87,1899.18,162.34,195,50.81,3.39,54.49
2026-05-14,1229,889,3.44,3257.81,1481.1,77.33,282,30.45,0.34,74.07
2026-05-15,1230,1591,3.02,4062.71,2661.67,132.87,268,86.85,0.92,73.09
2026-05-16,1231,1354,3.65,5798.9,3776.78,125.33,204,48.21,3.48,57.08
2026-05-17,1232,1337,1.9,2841.87,1622.47,66.55,50,31.42,4.78,79.42
2026-05-18,1233,1847,4.04,6699.24,3797.12,164.18,244,51.59,1.92,70.74
2026-05-19,1234,1831,0.98,2062.57,1118.75,143.69,66,66.54,3.98,26.51
2026-05-20,1235,1281,1.98,2740.83,1551.15,100.9,397,61.32,3.35,86.44
2026-05-21,1236,955,4.99,4028.35,2133.41,61.88,213,88.98,2.0,91.2
2026-05-22,1237,849,0.63,632.13,348.93,199.46,242,54.62,0.68,81.56
2026-05-23,1238,1334,1.99,2958.81,2059.34,150.33,58,91.38,0.12,35.3
2026-05-24,1239,810,3.8,3391.37,2330.96,75.44,387,84.86,1.68,52.45
2026-05-25,1240,1351,0.55,809.6,536.89,189.89,128,35.93,1.78,29.41
2026-05-26,1241,1512,2.8,4794.56,2597.25,50.25,319,42.2,0.73,27.81
2026-05-27,1242,818,1.72,1187.78,494.94,72.15,83,49.13,3.74,16.76
2026-05-28,1243,863,4.54,3973.71,2103.13,146.41,403,72.38,1.94,77.05
2026-05-29,1244,1330,3.44,3742.92,2179.41,175.93,373,45.18,3.52,92.71
2026-05-30,1245,887,3.7,3141.26,2025.38,67.35,52,42.07,1.07,20.21
2026-05-31,1246,1629,3.68,5474.67,3067.76,139.36,103,35.44,3.72,31.81
2026-06-01,1247,1396,1.22,1781.86,1015.03,148.68,137,91.62,3.6,13.43
2026-06-02,1248,1719,1.25,1947.85,1360.69,198.77,423,88.4,0.6,62.65
2026-06-03,1249,1358,0.7,870.35,560.03,149.75,473,36.63,2.21,31.45
2026-06-04,1250,1729,4.67,9255.35,5880.55,133.82,113,50.61,1.6,84.91
2026-06-05,1251,978,2.2,2472.17,1240.41,172.35,323,70.52,0.46,97.95
2026-06-06,1252,1849,3.13,5638.92,3778.17,190.09,138,37.51,1.76,33.1
2026-06-07,1253,989,3.49,3803.3,2036.01,151.58,212,90.01,3.87,84.27
2026-06-08,1254,1095,2.72,3177.93,1733.5,102.17,164,54.38,3.85,94.38
2026-06-09,1255,1404,2.07,3400.74,1665.79,66.86,76,40.24,3.82,25.48
2026-06-10,1256,1671,2.72,4177.26,1762.39,125.92,349,34.12,3.5,15.9
2026-06-11,1257,1563,2.55,4754.35,3231.32,80.36,157,71.81,1.83,20.9
2026-06-12,1258,804,4.29,4057.67,2127.64,187.66,112,48.49,1.19,35.67
2026-06-13,1259,1296,1.98,2835.15,1148.6,169.8,77,32.21,4.59,85.31
2026-06-14,1260,1427,3.01,5094.87,2491.1,122.38,309,59.98,3.32,29.22
2026-06-15,1261,995,4.14,3802.78,1716.11,110.21,219,76.69,4.94,22.74
2026-06-16,1262,1688,2.73,4350.53,2292.92,114.57,259,70.19,0.94,70.2
2026-06-17,1263,1238,1.36,1600.8,747.59,81.7,147,33.0,3.61,93.33
2026-06-18,1264,1835,2.02,4000.39,1650.58,134.08,334,53.51,2.69,24.81
2026-06-19,1265,882,1.36,976.89,558.83,60.0,232,41.43,2.89,16.48
2026-06-20,1266,1250,3.51,4616.61,1966.33,199.23,344,81.4,1.22,71.29
2026-06-21,1267,1576,2.22,3433.0,1596.42,76.56,461,35.12,1.37,84.32
2026-06-22,1268,1918,0.62,1325.34,618.39,140.66,115,41.9,3.26,48.61
